grievance,urgency
I want to report that large potholes are causing problems for vehicles please resolve this,HIGH
सड़क पर बिजली का खुला तार पड़ा है,CRITICAL
schoship has not been released please take action,HIGH
"hamare locality mein, schoship application ka status update nahi hua hamare area mein",MEDIUM
"कृपया कार्रवाई करें, सार्वजनिक टॉयलेट की मरम्मत करनी है कृपया इसे जल्द हल करें",MEDIUM
"please action lein, park gate ki minor repair chahiye hamare area mein",LOW
I want to report that sewage is overflowing near houses for many days,HIGH
"near my house, drain is partially blocked please resolve this",MEDIUM
I want to report that park bench needs painting please take action,LOW
"near my house, people are drinking contaminated water please take action",CRITICAL
hamare area mein problem hai ki ek dustbin kharab hai please ise resolve karein,LOW
"in our locality, many potholes are present on the main road please take action",HIGH
"कृपया कार्रवाई करें, स्कॉलरशिप जारी नहीं हुई है",HIGH
"कृपया कार्रवाई करें, मुख्य सड़क पर सीवेज का पानी बह रहा है कई दिनों से",CRITICAL
houses ke paas sewage overflow ho raha hai,HIGH
"मेरे घर के पास, पार्क की दीवार पर पेंट करने की जरूरत है कृपया इसे जल्द हल करें",LOW
"कृपया कार्रवाई करें, टॉयलेट गंदा है और इस्तेमाल करने लायक नहीं है कृपया कार्रवाई करें",HIGH
main report karna chahta hoon ki public toilet ki repair chahiye aur residents ko problem ho rahi hai,MEDIUM
"कृपया मदद करें, सड़क पूरी तरह खराब हो गई है कई दिनों से",HIGH
